timestamp_shifted,endpoint_code,user_code,ip_code,timestamp,prev_timestamp
2026-01-01T10:23:27.658000Z,AUTH_ACTION_001,UUID_000190,IP_000150,2026-01-01 10:23:27.658000+00:00,
2026-01-01T10:23:27.666000Z,AUTH_ACTION_001,UUID_000190,IP_000150,2026-01-01 10:23:27.666000+00:00,2026-01-01 10:23:27.658000+00:00
2026-01-01T10:23:28.446000Z,AUTH_ACTION_002,UUID_000190,IP_000150,2026-01-01 10:23:28.446000+00:00,2026-01-01 10:23:27.666000+00:00
2026-01-01T10:23:28.463000Z,AUTH_ACTION_002,UUID_000190,IP_000150,2026-01-01 10:23:28.463000+00:00,2026-01-01 10:23:28.446000+00:00
2026-01-01T10:23:30.613000Z,NOTIFICATIONS_001,UUID_000190,IP_000002,2026-01-01 10:23:30.613000+00:00,2026-01-01 10:23:28.463000+00:00
2026-01-01T10:23:30.667000Z,RESERVATION_APP_001,UUID_000190,IP_000150,2026-01-01 10:23:30.667000+00:00,2026-01-01 10:23:30.613000+00:00
2026-01-01T10:23:30.671000Z,RESERVATION_APP_001,UUID_000190,IP_000150,2026-01-01 10:23:30.671000+00:00,2026-01-01 10:23:30.667000+00:00
2026-01-01T10:23:30.672000Z,RESERVATION_APP_001,UUID_000190,IP_000150,2026-01-01 10:23:30.672000+00:00,2026-01-01 10:23:30.671000+00:00
2026-01-01T10:23:30.674000Z,RESERVATION_OTHER_003,UUID_000190,IP_000150,2026-01-01 10:23:30.674000+00:00,2026-01-01 10:23:30.672000+00:00
2026-01-01T10:23:30.675000Z,ACTIVITY_ADD_001,UUID_000190,IP_000150,2026-01-01 10:23:30.675000+00:00,2026-01-01 10:23:30.674000+00:00
2026-01-01T10:23:30.675000Z,RESERVATION_APP_001,UUID_000190,IP_000150,2026-01-01 10:23:30.675000+00:00,2026-01-01 10:23:30.675000+00:00
2026-01-01T10:23:30.679000Z,ACTIVITY_ADD_001,UUID_000190,IP_000150,2026-01-01 10:23:30.679000+00:00,2026-01-01 10:23:30.675000+00:00
