timestamp_shifted,endpoint_code,user_code,ip_code,timestamp,prev_timestamp
2026-01-01T10:56:16.244000Z,AUTH_ACTION_001,UUID_000177,IP_000015,2026-01-01 10:56:16.244000+00:00,
2026-01-01T10:56:16.255000Z,AUTH_ACTION_001,UUID_000177,IP_000015,2026-01-01 10:56:16.255000+00:00,2026-01-01 10:56:16.244000+00:00
2026-01-01T10:56:17.130000Z,AUTH_ACTION_002,UUID_000177,IP_000015,2026-01-01 10:56:17.130000+00:00,2026-01-01 10:56:16.255000+00:00
2026-01-01T10:56:17.134000Z,AUTH_ACTION_002,UUID_000177,IP_000015,2026-01-01 10:56:17.134000+00:00,2026-01-01 10:56:17.130000+00:00
2026-01-01T10:56:17.242000Z,NOTIFICATIONS_001,UUID_000177,IP_000002,2026-01-01 10:56:17.242000+00:00,2026-01-01 10:56:17.134000+00:00
2026-01-01T10:56:17.255000Z,ACTIVITY_ADD_001,UUID_000177,IP_000015,2026-01-01 10:56:17.255000+00:00,2026-01-01 10:56:17.242000+00:00
2026-01-01T10:56:17.255000Z,RESERVATION_OTHER_007,UUID_000177,IP_000015,2026-01-01 10:56:17.255000+00:00,2026-01-01 10:56:17.255000+00:00
2026-01-01T10:56:17.261000Z,ACTIVITY_ADD_001,UUID_000177,IP_000015,2026-01-01 10:56:17.261000+00:00,2026-01-01 10:56:17.255000+00:00
2026-01-01T10:56:17.261000Z,RESERVATION_OTHER_007,UUID_000177,IP_000015,2026-01-01 10:56:17.261000+00:00,2026-01-01 10:56:17.261000+00:00
2026-01-01T10:56:17.262000Z,RESERVATION_OTHER_007,UUID_000177,IP_000015,2026-01-01 10:56:17.262000+00:00,2026-01-01 10:56:17.261000+00:00
2026-01-01T10:56:17.270000Z,ACTIVITY_ADD_001,UUID_000177,IP_000015,2026-01-01 10:56:17.270000+00:00,2026-01-01 10:56:17.262000+00:00
2026-01-01T10:56:17.308000Z,RESERVATION_OTHER_003,UUID_000177,IP_000015,2026-01-01 10:56:17.308000+00:00,2026-01-01 10:56:17.270000+00:00
2026-01-01T10:56:17.314000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000177,IP_000015,2026-01-01 10:56:17.314000+00:00,2026-01-01 10:56:17.308000+00:00
2026-01-01T10:56:17.318000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000177,IP_000015,2026-01-01 10:56:17.318000+00:00,2026-01-01 10:56:17.314000+00:00
2026-01-01T10:56:17.318000Z,RESERVATION_APP_001,UUID_000177,IP_000015,2026-01-01 10:56:17.318000+00:00,2026-01-01 10:56:17.318000+00:00
2026-01-01T10:56:17.321000Z,HANDBOOK_TRANSPORT_TYPES_001,UUID_000177,IP_000015,2026-01-01 10:56:17.321000+00:00,2026-01-01 10:56:17.318000+00:00
2026-01-01T10:56:17.323000Z,RESERVATION_APP_001,UUID_000177,IP_000015,2026-01-01 10:56:17.323000+00:00,2026-01-01 10:56:17.321000+00:00
2026-01-01T10:56:17.323000Z,RESERVATION_OTHER_003,UUID_000177,IP_000015,2026-01-01 10:56:17.323000+00:00,2026-01-01 10:56:17.323000+00:00
2026-01-01T10:56:17.324000Z,RESERVATION_APP_001,UUID_000177,IP_000015,2026-01-01 10:56:17.324000+00:00,2026-01-01 10:56:17.323000+00:00
2026-01-01T10:56:17.328000Z,RESERVATION_APP_001,UUID_000177,IP_000015,2026-01-01 10:56:17.328000+00:00,2026-01-01 10:56:17.324000+00:00
2026-01-01T10:56:17.365000Z,RESERVATION_SEARCH_001,UUID_000177,IP_000015,2026-01-01 10:56:17.365000+00:00,2026-01-01 10:56:17.328000+00:00
2026-01-01T10:56:17.376000Z,RESERVATION_SEARCH_001,UUID_000177,IP_000015,2026-01-01 10:56:17.376000+00:00,2026-01-01 10:56:17.365000+00:00
2026-01-01T10:56:17.378000Z,RESERVATION_SEARCH_001,UUID_000177,IP_000015,2026-01-01 10:56:17.378000+00:00,2026-01-01 10:56:17.376000+00:00
2026-01-01T10:56:17.402000Z,NOTIFICATIONS_001,UUID_000177,IP_000002,2026-01-01 10:56:17.402000+00:00,2026-01-01 10:56:17.378000+00:00
2026-01-01T10:56:17.847000Z,RESERVATION_SEARCH_001,UUID_000177,IP_000015,2026-01-01 10:56:17.847000+00:00,2026-01-01 10:56:17.402000+00:00
2026-01-01T10:56:17.998000Z,RESERVATION_SEARCH_001,UUID_000177,IP_000015,2026-01-01 10:56:17.998000+00:00,2026-01-01 10:56:17.847000+00:00
